Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Skoda,Karoq 1.0 TSI SE Nav Plus 5dr,2018,Hatchback,5,5,Blue,1.0,"£18,999","18,765 ",Petrol, 44.8 ,Manual,114 ,2,16-11-2021
Toyota,Yaris 1.5 Hybrid Y20 5dr CVT [Bi-tone],2020,Hatchback,5,5,Grey,1.5,"£17,999","7,760 ",Hybrid, 60.1 ,Automatic,99 ,2,16-11-2021
Volvo,XC40 T5 AWD R-Design Automatic,2019,Hatchback,5,5,Black,2.0,"£34,799","9,600 ",Petrol, 31 ,Automatic,244 ,1,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT LINE,2018,Hatchback,5,5,Red,1.6,"£19,500","46,083 ",n/a, 70.6 ,Manual,120 ,1,16-11-2021
BMW,i3 125kW 42kWh 5dr Auto,2020,Hatchback,5,4,White,n/a,"£25,551","6,220 ",n/a, 1 ,Automatic,168 ,1,16-11-2021
Vauxhall,Grandland X 1.5 Turbo D SE 5dr,2018,Hatchback,5,5,Grey,1.5,"£13,999","53,766 ",n/a, 56.5 ,Manual,128 ,2,16-11-2021
DS,DS 3 PURETECH CONNECTED CHIC S/S,2017,Hatchback,3,5,Black,1.2,"£9,799","19,749 ",Petrol, 65.7 ,Manual,109 ,2,16-11-2021
Vauxhall,Viva SL,2016,Hatchback,5,5,White,1.0,"£6,499","29,196 ",Petrol, 62.8 ,Manual,74 ,3,16-11-2021
Vauxhall,Corsa 1.2 Turbo Elite Nav Premium 5dr Auto,2020,Hatchback,5,5,Blue,1.2,"£17,999",967 ,Petrol, 48.7 ,Automatic,99 ,n/a,16-11-2021
Audi,A1 1.4 TFSI Sport 5dr,2016,Hatchback,5,5,White,1.4,"£14,499","38,115 ",Petrol, 55.4 ,Manual,123 ,2,16-11-2021
Vauxhall,Mokka 1.6i Exclusiv 5dr,2015,Hatchback,5,5,Black,1.6,"£9,999","48,950 ",Petrol, 43.5 ,Manual,113 ,2,16-11-2021
Seat,Leon 2.0 TSI Cupra 280 3dr DSG,2015,Hatchback,3,5,Red,2.0,"£17,999","34,452 ",Petrol, 42.2 ,Automatic,276 ,2,16-11-2021
Volvo,V40 T2 ES NAV,2016,Hatchback,5,5,Blue,2.0,"£11,799","36,215 ",Petrol, 51.4 ,Manual,120 ,1,16-11-2021
Volvo,V60 B5 AWD,2021,Estate,5,5,n/a,2.0,"£38,399",100 ,n/a, 37.7 ,Automatic,247 ,n/a,16-11-2021
Volvo,XC40 T3 FWD R-Design Automatic,2021,n/a,n/a,n/a,n/a,n/a,"£36,799",100 ,Petrol,n/a,Automatic,161 ,n/a,16-11-2021
Volvo,XC40 B4 AWD Momentum Auto,2021,Hatchback,n/a,n/a,Red,n/a,"£38,799",100 ,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,XC60 Recharge T8 Plug-in hybrid AWD R-Design Pro Automatic,2021,Estate,n/a,n/a,Black,n/a,"£56,799",100 ,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V40 D2 R-Design Nav Plus,2016,Hatchback,5,5,Black,2.0,"£14,299","30,010 ",n/a, 83.1 ,Manual,118 ,3,16-11-2021
Volvo,S90 D4 R-Design Automatic,2018,Saloon,4,5,Grey,2.0,"£24,799","23,043 ",n/a, 64.2 ,Automatic,188 ,2,16-11-2021
Volvo,V40 D2 R-Design,2016,Hatchback,5,5,Black,2.0,"£13,299","57,181 ",n/a, 78.5 ,Manual,118 ,2,16-11-2021
Volvo,V40 T2 Inscription Manual,2018,Hatchback,5,5,Black,2.0,"£18,799","19,900 ",Petrol, 39.8 ,Manual,121 ,1,16-11-2021
Volvo,V60 B4 Momentum Auto,2021,Estate,n/a,n/a,Grey,n/a,"£35,799",100 ,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V60 B5 AWD Cross Country Automatic,2021,Estate,5,5,Silver,2.0,"£39,799",100 ,n/a, 37.7 ,Automatic,247 ,n/a,16-11-2021
Volvo,XC90 B5 AWD,2021,Estate,5,7,Grey,2.0,"£58,799",100 ,n/a, 42.2 ,Automatic,231 ,n/a,16-11-2021
MINI,Mini 2.0 Cooper S Sport II 5dr Auto,2019,Hatchback,5,5,Grey,2.0,"£22,999","31,815 ",Petrol, 41.5 ,Automatic,189 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr,2019,Hatchback,5,5,Blue,1.0,"£19,499","7,485 ",Petrol, 43.5 ,Manual,123 ,1,16-11-2021
Ford,Puma 1.0 EcoBoost Hybrid mHEV ST-Line 5dr,2020,Hatchback,5,5,White,1.0,"£23,999","4,166 ",Petrol, 51.4 ,Manual,123 ,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Titanium 5dr,2020,Hatchback,5,5,Blue,1.0,"£22,499","8,591 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost ST-Line 5dr,2018,Hatchback,5,5,Blue,1.0,"£17,999","2,759 ",Petrol, 43.5 ,Manual,99 ,1,16-11-2021
BMW,1 Series 118d SE 5dr [Nav/Servotronic],2018,Hatchback,5,5,White,2.0,"£15,999","23,940 ",n/a, 52.3 ,Manual,147 ,1,16-11-2021
Peugeot,508 PURETECH S/S GT LINE,2019,Saloon,5,5,Grey,1.6,"£21,795","11,043 ",Petrol, 44.1 ,Automatic,178 ,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 2.0 213PS 10 Speed Auto,2019,Pick Up,n/a,n/a,Black,2.0,"£31,500 ","34,272 ",n/a, 26.4 ,Automatic,209 ,1,16-11-2021
Toyota,Hi-Lux Invincible 4WD D-4D DCB,2019,Pick Up,n/a,5,White,n/a,"£28,000 ","21,495 ",n/a, 40.4 ,Manual,147 ,1,16-11-2021
Renault,Trafic Sport Energy LL29 dCi 120PS,2016,n/a,n/a,3,Black,1.6,"£15,000 ","50,142 ",n/a, 47.9 ,Manual,120 ,2,16-11-2021
Volkswagen,Transporter T28 SWB Diesel 2.0 TDi BMT,2019,n/a,n/a,3,Black,2.0,"£29,999 ","9,900 ",n/a, 47.9 ,Manual,101 ,1,16-11-2021
Ford,Transit Courier Limited 1.5 TDCi 100ps,2021,n/a,n/a,9,Blue,1.5,"£17,000 ",100 ,n/a, 36.7 ,Manual,99 ,n/a,16-11-2021
Ford,Transit Custom Limited 300 L2 H1 2.0 130ps,2020,n/a,n/a,n/a,Silver,2.0,"£25,250 ","14,856 ",n/a, 43.5 ,Manual,128 ,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 2.0 213PS 10 Speed Auto,2020,Pick Up,n/a,n/a,Grey,2.0,"£32,500 ","16,414 ",n/a, 26.4 ,Automatic,209 ,1,16-11-2021
Volkswagen,Transporter T32 TDI Kombi Highline BMT 204PS DSG,2019,n/a,n/a,5,Grey,2.0,"£28,999 ","65,493 ",n/a, 47.1 ,Automatic,148 ,2,16-11-2021
Ford,Transit 350 L2 1 Way Tipper 2.0 130PS RWD,2016,n/a,n/a,3,White,2.0,"£23,500 ","21,940 ",n/a, 38.2 ,Manual,129 ,2,16-11-2021
Volkswagen,Transporter T28 SWB Highline 2.0 TDi 102PS,2019,n/a,n/a,5,Grey,2.0,"£29,500 ","18,700 ",n/a, 39.2 ,Manual,101 ,1,16-11-2021
Citroen,Berlingo 1000 Driver M Blue HDI S/S,2020,n/a,n/a,n/a,White,1.6,"£16,000 ","15,210 ",n/a, 67.3 ,Manual,98 ,1,16-11-2021
Citroen,Berlingo 1000 Driver M Blue HDI S/S,2020,n/a,n/a,n/a,White,1.6,"£15,999 ","16,700 ",n/a, 67.3 ,Manual,98 ,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 2.0 213PS  10 Speed Auto,2020,Pick Up,n/a,n/a,White,2.0,"£29,500 ","28,272 ",n/a, 26.4 ,Automatic,209 ,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 3.2 TDCI Auto 200PS,2015,Pick Up,n/a,5,Silver,3.2,"£22,750 ","22,166 ",n/a, 26.7 ,Automatic,197 ,1,16-11-2021
Mazda,Mazda2 1.5 Skyactiv G 75 SE-L Nav 5dr,2020,Hatchback,5,5,White,1.5,"£12,990","3,366 ",Petrol, 53.3 ,Manual,74 ,1,16-11-2021
Mazda,Mazda3 2.0 Skyactiv G MHEV GT Sport Tech 5dr,2019,Hatchback,5,5,Red,2.0,"£21,990",145 ,Petrol, 44.8 ,Manual,121 ,n/a,16-11-2021
Mazda,Mazda3 2.0 Skyactiv G MHEV GT Sport Tech 5dr,2019,Hatchback,5,5,White,2.0,"£21,990","3,386 ",Petrol, 44.8 ,Manual,121 ,1,16-11-2021
Volkswagen,Transporter 2.0 BiTDI BMT Highline 204ps,2017,n/a,n/a,5,Black,n/a,"£23,000 ","78,834 ",n/a, 42.8 ,Manual,201 ,1,16-11-2021
Volkswagen,Polo 1.0 EVO 80 SE 5dr,2019,Hatchback,5,5,White,1.0,"£13,999","8,000 ",Petrol, 48.7 ,Manual,79 ,2,16-11-2021
Volvo,XC40 D3 R-Design Manual,2019,Hatchback,5,5,Silver,2.0,"£29,799","17,700 ",n/a, 47.9 ,Manual,148 ,1,16-11-2021
Volvo,V90 D4 Inscription Automatic,2016,Estate,n/a,n/a,n/a,n/a,"£22,799","74,589 ",n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V90 T5 AWD Cross Country Automatic,2019,Estate,5,5,Blue,2.0,"£34,799","11,340 ",Petrol, 30.4 ,Automatic,246 ,1,16-11-2021
Volvo,V90 D4 R-Design Automatic,2018,Estate,5,5,Grey,2.0,"£25,799","42,530 ",n/a, 62.8 ,Automatic,188 ,2,16-11-2021
Volvo,V40 D4 R-Design Nav Plus,2017,Hatchback,5,5,Grey,2.0,"£16,799","51,080 ",n/a, 74.3 ,Manual,188 ,1,16-11-2021
Volvo,XC40 T4 AWD Momentum Automatic,2019,Hatchback,5,5,Black,2.0,"£32,799","11,001 ",Petrol, 32.8 ,Automatic,188 ,1,16-11-2021
Volvo,V40 T3 R-Design Automatic,2018,Hatchback,5,5,Black,1.5,"£21,799","26,308 ",Petrol, 37.2 ,Automatic,150 ,2,16-11-2021
Volvo,XC40 T4 AWD R-Design Automatic,2018,Hatchback,5,5,Blue,2.0,"£34,799","13,538 ",Petrol, 32.8 ,Automatic,188 ,2,16-11-2021
Volvo,XC60 D4 R-Design Nav Automatic,2016,Estate,5,5,Grey,2.0,"£19,477","73,628 ",n/a, 60.1 ,Automatic,188 ,3,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 Titanium X 5dr,2020,Hatchback,5,5,Black,1.0,"£17,999","7,214 ",Petrol, 54.3 ,Manual,94 ,1,16-11-2021
Skoda,Karoq 1.5 TSI SE L 5dr,2018,Hatchback,5,5,Grey,1.5,"£13,999","102,042 ",Petrol, 51.4 ,Manual,148 ,1,16-11-2021
Ford,Kuga 1.5 TDCi Titanium X 5dr 2WD,2018,Hatchback,5,5,White,1.5,"£22,499","22,646 ",n/a, 46.3 ,Manual,118 ,2,16-11-2021
Skoda,Octavia 2.0 TDI CR SE Technology 5dr,2017,Estate,5,5,Grey,2.0,"£11,999","74,902 ",n/a, 65.7 ,Manual,148 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Titanium 5dr,2018,Hatchback,5,5,Black,1.0,"£13,499","25,160 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 ST-Line Edition 5dr,2020,Hatchback,5,5,Blue,1.0,"£17,999","5,542 ",Petrol, 54.3 ,Manual,94 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line 5dr,2020,Hatchback,5,5,White,1.0,"£17,499","7,822 ",Petrol, 47.9 ,Manual,123 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr,2019,Hatchback,5,5,Red,1.0,"£18,499","15,512 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost ST-Line 5dr,2019,Hatchback,5,5,Grey,1.0,"£16,499","18,421 ",Petrol, 47.9 ,Manual,99 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.0,"£12,999","19,465 ",Petrol, 49.6 ,Manual,99 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr,2019,Hatchback,5,5,White,1.0,"£18,499","11,747 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Titanium X 5dr Auto,2020,Hatchback,5,5,Blue,1.0,"£20,499","3,485 ",Petrol, 42.2 ,Automatic,99 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,2018,Hatchback,5,5,Red,1.0,"£15,499","14,639 ",Petrol, 57.7 ,Manual,138 ,1,16-11-2021
Renault,Megane 2.0 T 16V Renaultsport Nav 275 3dr,2016,Coupe,3,5,Grey,2.0,"£15,499","47,000 ",Petrol, 37.7 ,Manual,271 ,2,16-11-2021
Vauxhall,Corsa 1.4T [150] Black Edition 3dr,2017,Hatchback,3,5,Black,1.4,"£10,999","24,489 ",Petrol, 49.6 ,Manual,148 ,2,16-11-2021
Hyundai,Tucson 1.6 GDI BLUE DRIVE SE 5DR 2WD,2018,Estate,5,5,Red,1.6,"£16,998","11,487 ",Petrol, 44.8 ,Manual,130 ,1,16-11-2021
MG,MG3 1.5 VTi-TECH Exclusive 5dr [Navigation],2020,Hatchback,5,5,Red,1.5,"£11,999","1,130 ",Petrol, 42.2 ,Manual,106 ,2,16-11-2021
Vauxhall,Mokka X 1.4T Active 5dr Auto,2018,Hatchback,5,5,Silver,1.4,"£13,999","36,438 ",Petrol, 43.5 ,Automatic,138 ,2,16-11-2021
Hyundai,Kona 150KW PREMIUM SE 64KWH 5DR AUTO,2019,Hatchback,5,5,Grey,n/a,"£28,500","33,325 ",n/a, 1 ,Manual,201 ,1,16-11-2021
Volkswagen,Passat 2.0 TDI R-LINE ESTATE [PANORAMIC ROOF],2017,Estate,5,5,Silver,2.0,"£19,000","40,498 ",n/a, 67.3 ,Manual,148 ,2,16-11-2021
Hyundai,i30 1.0T GDI SE NAV 5DR,2017,Hatchback,5,5,Brown,1.0,"£11,500","40,755 ",Petrol, 56.5 ,Manual,118 ,2,16-11-2021
Skoda,Fabia 1.0 TSI MONTE CARLO 5DR,2019,Estate,5,5,Red,1.0,"£15,000","14,353 ",Petrol, 50.4 ,Manual,94 ,3,16-11-2021
Volkswagen,Tiguan 2.0 TDI 150 4MOTION R-LINE 5DR,2018,Estate,5,5,Black,2.0,"£26,500","42,706 ",n/a, 50.4 ,Manual,148 ,2,16-11-2021
Hyundai,Tucson 1.6 GDI SE NAV 5DR 2WD,2020,Estate,5,5,Blue,1.6,"£21,500","4,650 ",Petrol, 34.9 ,Manual,130 ,1,16-11-2021
Hyundai,i20 1.4 SE 5DR AUTO,2017,Hatchback,5,5,Blue,1.4,"£12,000","10,640 ",Petrol, 45.6 ,Manual,99 ,1,16-11-2021
Volkswagen,Golf 1.4 TSI 150 GT EDITION 5DR DSG,2017,Hatchback,5,5,Red,1.4,"£17,000","38,904 ",Petrol, 60.1 ,Manual,148 ,3,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT,2018,Hatchback,5,5,Red,2.0,"£28,495","20,621 ",n/a, 57.7 ,Automatic,180 ,1,16-11-2021
Hyundai,i20 MPI SE,2019,Hatchback,5,5,Blue,1.2,"£12,999","5,364 ",Petrol, 46.3 ,Manual,83 ,1,16-11-2021
Hyundai,i10 1.2 SE 5dr,2018,Hatchback,5,5,White,1.2,"£8,999","30,101 ",Petrol, 57.7 ,Manual,86 ,1,16-11-2021
Volvo,XC60 T5 AWD Momentum Automatic,2017,Estate,5,5,Grey,2.0,"£32,799","23,451 ",Petrol, 39.2 ,Automatic,251 ,1,16-11-2021
Volvo,V90 D4 Momentum Plus Automatic,2020,Estate,5,5,Blue,2.0,"£32,799","1,690 ",n/a, 43.5 ,Automatic,188 ,2,16-11-2021
Volvo,V90 D4 Momentum Pro Automatic,2018,Estate,5,5,Grey,2.0,"£24,799","27,515 ",n/a, 43.5 ,Automatic,188 ,1,16-11-2021
Volvo,S60 T5 R-Design Plus Automatic,2020,Saloon,4,5,Gold,2.0,"£24,799","16,388 ",Petrol, 20 ,Automatic,246 ,1,16-11-2021
Volvo,S90 D4 R-Design Plus Automatic,2020,Saloon,4,5,Grey,2.0,"£31,799","15,000 ",n/a, 43.5 ,Automatic,188 ,1,16-11-2021
Volvo,XC90 D5 PowerPulse AWD Momentum Automatic,2018,Estate,5,7,Blue,2.0,"£36,799","18,454 ",n/a, 34 ,Automatic,231 ,1,16-11-2021
Mazda,Mazda6 2.5 GT Sport Nav+ 5dr Auto,2020,Estate,5,5,Grey,2.5,"£27,990","5,606 ",Petrol, 37.2 ,Automatic,192 ,1,16-11-2021
Peugeot,208 PURETECH S/S SIGNATURE,2019,Hatchback,5,5,White,1.2,"£10,450","22,500 ",Petrol, 51.4 ,Manual,82 ,1,16-11-2021
Volkswagen,Polo 1.0 TSI 115 SEL 5dr,2018,Hatchback,5,5,Silver,1.0,"£15,999","15,098 ",Petrol, 60.1 ,Manual,113 ,1,16-11-2021
Nissan,Qashqai 1.5 dCi N-Connecta 5dr,2017,Hatchback,5,5,Black,1.5,"£17,499","40,240 ",n/a, 74.3 ,Manual,108 ,2,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Black,1.1,"£11,499","31,956 ",Petrol, 64.2 ,Manual,84 ,1,16-11-2021
BMW,5 Series 530e M Sport 4dr Auto,2018,Saloon,4,5,White,2.0,"£29,999","18,650 ",Hybrid, 141.2 ,Automatic,248 ,1,16-11-2021
Kia,Picanto 1.0T GDi GT-line 5dr,2019,Hatchback,5,5,Red,1.0,"£11,499","8,839 ",Petrol, 48.7 ,Manual,99 ,2,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT LINE,2018,Hatchback,5,5,Black,1.5,"£24,245","20,473 ",n/a, 67.3 ,Manual,129 ,1,16-11-2021
Renault,Clio GT LINE TCE,2018,Hatchback,5,5,White,0.9,"£11,299","21,669 ",Petrol, 56.5 ,Manual,88 ,3,16-11-2021
Volvo,S60 T4 SE Nav Automatic,2017,Saloon,4,5,Red,2.0,"£15,799","20,450 ",Petrol, 48.7 ,Automatic,187 ,2,16-11-2021
Volvo,XC90 Recharge T8 Plug-in hybrid AWD Inscription Pro Automatic,2020,Estate,5,7,Black,2.0,"£61,999","1,134 ",Hybrid, 100.9 ,Automatic,384 ,n/a,16-11-2021
Volvo,V90 D5 AWD Inscription Plus Automatic,2019,Estate,5,5,Grey,2.0,"£36,799","7,946 ",n/a, 39.2 ,Automatic,231 ,2,16-11-2021
Volvo,V60 D4 Momentum Plus Automatic,2020,Estate,5,5,Black,2.0,"£28,799","3,340 ",n/a, 46.3 ,Automatic,188 ,1,16-11-2021
Volvo,V40 T2 R-Design,2015,Hatchback,5,5,Black,1.6,"£14,799","15,656 ",Petrol, 53.3 ,Manual,118 ,1,16-11-2021
Volvo,XC60 D4 SE Nav Manual,2017,Estate,5,5,Gold,2.0,"£22,799","19,878 ",n/a, 62.8 ,Manual,188 ,2,16-11-2021
Volvo,V90 D5 AWD R-Design Automatic,2020,Estate,5,5,White,2.0,"£34,799","9,854 ",n/a, 42.2 ,Automatic,231 ,1,16-11-2021
Volkswagen,Transporter 2.0 TDI 150 HIGH ROOF HIGHLINE KOMBI VAN DSG,2019,n/a,n/a,5,Green,2.0,"£39,862","6,002 ",n/a, 47.1 ,Manual,148 ,2,16-11-2021
Skoda,Karoq 2.0 TDI SE L 4x4 5dr,2018,Hatchback,5,5,Blue,2.0,"£18,999","48,444 ",n/a, 56.5 ,Manual,148 ,1,16-11-2021
BMW,2 Series 218i Luxury 5dr,2018,Estate,5,7,Blue,1.5,"£22,999","7,563 ",Petrol, 51.4 ,Manual,138 ,1,16-11-2021
BMW,5 Series 520d M Sport 5dr Auto,2019,Saloon,5,5,Grey,2.0,"£29,999","34,015 ",n/a, 62.8 ,Automatic,188 ,2,16-11-2021
Kia,Sportage 1.7 CRDi ISG 3 5dr DCT Auto [Panoramic Roof],2017,Estate,5,5,Silver,1.7,"£20,999","30,000 ",n/a, 57.7 ,Automatic,139 ,3,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr,2017,Hatchback,5,5,Blue,1.0,"£13,499","28,736 ",Petrol, 60.1 ,Manual,123 ,2,16-11-2021
BMW,2 Series 216d Luxury 5dr,2016,Hatchback,5,5,Blue,1.5,"£13,999","42,000 ",n/a, 74.3 ,Manual,114 ,2,16-11-2021
Peugeot,Expert BLUEHDI PROFESSIONAL L1,2021,n/a,n/a,5,White,2.0,"£21,995 ",205 ,n/a, 40.4 ,Manual,121 ,n/a,16-11-2021
Peugeot,Expert BLUEHDI PROFESSIONAL L2,2021,n/a,n/a,5,White,2.0,"£22,895 ",267 ,n/a, 40.4 ,Manual,121 ,n/a,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S ALLURE,2019,Hatchback,5,5,White,1.5,"£23,150","18,889 ",n/a, 47.1 ,Manual,180 ,2,16-11-2021
Peugeot,208 PURETECH ACTIVE S/S,2020,Hatchback,5,5,Grey,1.2,"£15,095","5,357 ",Petrol, 53.3 ,Manual,74 ,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Titanium 5dr,2020,Hatchback,5,5,Silver,1.0,"£21,999","4,274 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Volvo,XC90 D5 AWD,2013,Estate,5,7,Grey,2.4,"£18,299","50,656 ",n/a, 34.5 ,Automatic,200 ,2,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoTEC Design 5dr,2017,Estate,5,5,Silver,1.6,"£8,999","58,819 ",n/a, 83.1 ,Manual,108 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Black,1.1,"£11,499","22,113 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Volvo,XC40 T5 AWD R-Design Pro Automatic,2020,Hatchback,5,5,Black,2.0,"£38,799","6,415 ",Petrol, 31 ,Automatic,244 ,1,16-11-2021
Vauxhall,Grandland X 1.2 Turbo SRi Nav 5dr,2020,Hatchback,5,5,Black,1.2,"£22,999","16,006 ",Petrol, 45.6 ,Manual,128 ,1,16-11-2021
Vauxhall,Corsa 1.4 Sport 3dr [AC],2019,Hatchback,3,5,White,1.4,"£10,999","18,766 ",Petrol, 43.5 ,Manual,89 ,1,16-11-2021
Vauxhall,Grandland X 1.2 Turbo Elite Nav 5dr,2020,Hatchback,5,5,Red,1.2,"£23,999","18,029 ",Petrol, 45.6 ,Manual,128 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr,2018,Hatchback,5,5,Blue,1.0,"£17,999","16,029 ",Petrol, 43.5 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.5 EcoBoost ST-3 3dr,2019,Hatchback,3,5,Blue,1.5,"£19,499","27,432 ",Petrol, 47.1 ,Manual,197 ,1,16-11-2021
Hyundai,Bayon 1.0 TGDI 48V MHEV SE CONNECT 5DR,2021,Hatchback,5,5,Grey,1.0,"£20,000","2,100 ",Hybrid, 53.3 ,Manual,99 ,n/a,16-11-2021
Toyota,AYGO 1.0 VVT-I X-PRESSION 5DR,2016,Hatchback,5,4,Grey,1.0,"£8,000","22,974 ",Petrol, 68.9 ,Manual,69 ,2,16-11-2021
Hyundai,i30 1.5T GDI N LINE 5DR,2021,Hatchback,5,5,Grey,1.5,"£23,000","1,000 ",Hybrid, 44.8 ,Manual,158 ,n/a,16-11-2021
Vauxhall,Mokka 1.4T SE 5DR AUTO,2014,Hatchback,5,5,Brown,1.4,"£11,500","30,390 ",Petrol, 41.5 ,Manual,138 ,2,16-11-2021
Hyundai,IONIQ 1.6 GDI HYBRID PREMIUM SE 5DR DCT,2021,Hatchback,5,5,Blue,1.6,"£26,500","1,000 ",Hybrid, 62.8 ,Manual,140 ,n/a,16-11-2021
Hyundai,i10 1.0 MPI SE CONNECT 5DR,2021,Hatchback,5,5,Bronze,1.0,"£14,500","1,000 ",Petrol, 56.5 ,Manual,65 ,n/a,16-11-2021
Hyundai,i10 1.0 MPI SE CONNECT 5DR,2021,Hatchback,5,5,Turquoise,1.0,"£14,500","1,000 ",Petrol, 56.5 ,Manual,65 ,n/a,16-11-2021
Hyundai,i20 1.0T GDI SE 5DR,2016,Hatchback,5,5,Silver,1.0,"£10,000","25,044 ",Petrol, 65.7 ,Manual,99 ,2,16-11-2021
Hyundai,Santa Fe 1.6 TGDI HYBRID PREMIUM 5DR 4WD AUTO,2021,n/a,n/a,n/a,Black,1.6,"£41,000","4,000 ",n/a,n/a,Manual,n/a,n/a,16-11-2021
Hyundai,Tucson 1.6 GDI BLUE DRIVE SE NAV 5DR 2WD,2018,Estate,5,5,Blue,1.6,"£18,500","18,229 ",Petrol, 44.8 ,Manual,130 ,1,16-11-2021
Hyundai,Kona 1.0T GDI BLUE DRIVE PREMIUM SE 5DR,2018,Hatchback,5,5,Black,1.0,"£17,500","25,069 ",Petrol, 52.3 ,Manual,118 ,2,16-11-2021
Hyundai,Kona 1.0 TGDI 48V MHEV PREMIUM 5DR,2021,Hatchback,5,5,Black,1.0,"£22,500","1,000 ",Hybrid, 47.1 ,Manual,118 ,n/a,16-11-2021
Hyundai,i10 1.0 PLAY 5DR,2020,Hatchback,5,5,White,1.0,"£11,250","5,099 ",Petrol, 49.6 ,Manual,65 ,1,16-11-2021
Hyundai,i30 1.6 CRDI PREMIUM 5DR DCT,2021,Hatchback,n/a,n/a,Grey,1.6,"£23,000","1,876 ",n/a,n/a,Manual,n/a,n/a,16-11-2021
Honda,Civic 1.5 VTEC TURBO SPORT 5DR CVT,2019,Hatchback,5,5,Red,1.5,"£16,250","77,426 ",Petrol, 46.3 ,Manual,180 ,1,16-11-2021
Hyundai,i10 1.0 SE 5DR,2017,Hatchback,5,5,White,1.0,"£8,000","28,110 ",Petrol, 60.1 ,Manual,65 ,1,16-11-2021
Kia,Stonic 1.4 MPI 2 5DR,2019,Hatchback,5,5,Black,1.4,"£15,886","2,562 ",Petrol, 45.6 ,Manual,98 ,1,16-11-2021
Hyundai,Tucson 1.6 TGDI 48V MHD SE CONNECT 5DR 2WD,2021,Estate,5,5,White,1.6,"£27,500","2,000 ",Hybrid, 43.5 ,Manual,148 ,n/a,16-11-2021
Ford,Transit Connect Trend 220 L1 1.5 TDCi 100PS,2017,n/a,n/a,2,Silver,1.5,"£12,000 ","62,710 ",n/a, 58.9 ,Manual,99 ,1,16-11-2021
Hyundai,Bayon 1.0 TGDI 48V MHEV ULTIMATE 5DR,2021,Hatchback,5,5,Silver,1.0,"£21,500",800 ,Hybrid, 53.3 ,Manual,99 ,n/a,16-11-2021
Ford,Focus D4 R-Design Pro Automatic,2019,Hatchback,5,5,Blue,1.0,"£29,799","14,677 ",Petrol, 42.8 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Blue,1.1,"£11,499","23,973 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Peugeot,Expert Professional Long 1200 1.6 HDi 95PS,2018,n/a,n/a,3,White,1.6,"£16,500 ","39,454 ",n/a, 50.4 ,Manual,95 ,2,16-11-2021
Volkswagen,Polo 1.4 TSI ACT BlueGT 5dr DSG,2017,Hatchback,5,5,White,1.4,"£14,999","20,097 ",Petrol, 61.4 ,Automatic,148 ,2,16-11-2021
